firelib.strats.dummy.DummyStratSPYSPY()11.08.2014 21:34:50Buy1193.89
firelib.strats.dummy.DummyStratSPYSPY()11.08.2014 21:35:00Buy1193.89
firelib.strats.dummy.DummyStratSPYSPY()11.08.2014 21:35:10Buy1193.89
firelib.strats.dummy.DummyStratSPYSPY()11.08.2014 21:35:20Buy1193.89
firelib.strats.dummy.DummyStratSPYSPY()12.08.2014 08:00:00Buy1194.93
firelib.strats.dummy.DummyStratSPYSPY()12.08.2014 08:15:00Buy1194.22
firelib.strats.dummy.DummyStratSPYSPY()12.08.2014 08:45:00Buy1194.24
firelib.strats.dummy.DummyStratSPYSPY()12.08.2014 09:00:00Buy1194.37
firelib.strats.dummy.DummyStratSPYSPY()12.08.2014 09:15:00Buy1194.3
firelib.strats.dummy.DummyStratSPYSPY()12.08.2014 09:30:00Buy1194.28
firelib.strats.dummy.DummyStratSPYSPY()12.08.2014 09:45:00Buy1194.32
firelib.strats.dummy.DummyStratSPYSPY()12.08.2014 10:00:00Buy1194.33
firelib.strats.dummy.DummyStratSPYSPY()12.08.2014 10:15:00Buy1194.4
firelib.strats.dummy.DummyStratSPYSPY()12.08.2014 10:30:00Buy1194.37
firelib.strats.dummy.DummyStratSPYSPY()12.08.2014 10:45:00Buy1194.23
firelib.strats.dummy.DummyStratSPYSPY()12.08.2014 11:00:00Buy1194.2
firelib.strats.dummy.DummyStratSPYSPY()12.08.2014 11:15:00Buy1194.25
firelib.strats.dummy.DummyStratSPYSPY()12.08.2014 11:30:00Buy1194.16
firelib.strats.dummy.DummyStratSPYSPY()12.08.2014 11:45:00Buy1194.09
firelib.strats.dummy.DummyStratSPYSPY()12.08.2014 12:00:00Buy1193.94
firelib.strats.dummy.DummyStratSPYSPY()12.08.2014 12:15:00Buy1194.04
firelib.strats.dummy.DummyStratSPYSPY()12.08.2014 13:00:00Buy1193.91
firelib.strats.dummy.DummyStratSPYSPY()12.08.2014 13:15:00Buy1193.54
firelib.strats.dummy.DummyStratSPYSPY()12.08.2014 13:30:04Buy1193.64
firelib.strats.dummy.DummyStratSPYSPY()12.08.2014 13:45:00Buy1193.95
firelib.strats.dummy.DummyStratSPYSPY()12.08.2014 14:15:00Buy1193.83
firelib.strats.dummy.DummyStratSPYSPY()12.08.2014 14:30:00Buy1193.96
firelib.strats.dummy.DummyStratSPYSPY()12.08.2014 14:45:00Buy1193.59
firelib.strats.dummy.DummyStratSPYSPY()12.08.2014 15:00:00Buy1193.49
firelib.strats.dummy.DummyStratSPYSPY()12.08.2014 15:15:00Buy1193.22
firelib.strats.dummy.DummyStratSPYSPY()12.08.2014 15:30:00Buy1193.34
firelib.strats.dummy.DummyStratSPYSPY()12.08.2014 15:45:00Buy1193.34
firelib.strats.dummy.DummyStratSPYSPY()12.08.2014 16:00:00Buy1193.32
firelib.strats.dummy.DummyStratSPYSPY()12.08.2014 16:15:00Buy1193.42
firelib.strats.dummy.DummyStratSPYSPY()12.08.2014 16:45:00Buy1193.69
firelib.strats.dummy.DummyStratSPYSPY()12.08.2014 17:00:00Buy1193.56
firelib.strats.dummy.DummyStratSPYSPY()12.08.2014 17:15:00Buy1193.62
firelib.strats.dummy.DummyStratSPYSPY()12.08.2014 17:30:00Buy1193.6
firelib.strats.dummy.DummyStratSPYSPY()12.08.2014 18:00:00Buy1193.45
firelib.strats.dummy.DummyStratSPYSPY()12.08.2014 18:15:00Buy1193.15
firelib.strats.dummy.DummyStratSPYSPY()12.08.2014 18:30:00Buy1193.12
firelib.strats.dummy.DummyStratSPYSPY()12.08.2014 18:45:00Buy1193.27
firelib.strats.dummy.DummyStratSPYSPY()12.08.2014 19:00:00Buy1193.2
firelib.strats.dummy.DummyStratSPYSPY()12.08.2014 19:15:00Buy1193.42
firelib.strats.dummy.DummyStratSPYSPY()12.08.2014 19:30:00Buy1193.32
firelib.strats.dummy.DummyStratEURUSDEURUSD()12.08.2014 21:30:02Buy11.34
firelib.strats.dummy.DummyStratEURUSDEURUSD()12.08.2014 21:45:00Buy11.34
firelib.strats.dummy.DummyStratEURUSDEURUSD()12.08.2014 22:00:00Buy11.34
firelib.strats.dummy.DummyStratEURUSDEURUSD()12.08.2014 22:15:00Buy11.34
firelib.strats.dummy.DummyStratEURUSDEURUSD()12.08.2014 22:30:00Buy11.34
firelib.strats.dummy.DummyStratEURUSDEURUSD()12.08.2014 22:45:02Buy11.34
firelib.strats.dummy.DummyStratEURUSDEURUSD()12.08.2014 23:00:02Buy11.34
firelib.strats.dummy.DummyStratEURUSDEURUSD()12.08.2014 23:30:02Buy11.34
firelib.strats.dummy.DummyStratEURUSDEURUSD()12.08.2014 23:45:00Buy11.34
firelib.strats.dummy.DummyStratEURUSDEURUSD()13.08.2014 00:00:01Buy11.34
firelib.strats.dummy.DummyStratEURUSDEURUSD()13.08.2014 00:30:00Buy11.34
firelib.strats.dummy.DummyStratEURUSDEURUSD()13.08.2014 00:45:00Buy11.34
firelib.strats.dummy.DummyStratEURUSDEURUSD()13.08.2014 01:00:02Buy11.34
firelib.strats.dummy.DummyStratEURUSDEURUSD()13.08.2014 01:15:00Buy11.34
firelib.strats.dummy.DummyStratEURUSDEURUSD()13.08.2014 01:30:00Buy11.34
firelib.strats.dummy.DummyStratEURUSDEURUSD()13.08.2014 01:45:01Buy11.34
firelib.strats.dummy.DummyStratEURUSDEURUSD()13.08.2014 02:00:02Buy11.34
firelib.strats.dummy.DummyStratEURUSDEURUSD()13.08.2014 02:15:02Buy11.34
firelib.strats.dummy.DummyStratEURUSDEURUSD()13.08.2014 02:30:00Buy11.34
firelib.strats.dummy.DummyStratEURUSDEURUSD()13.08.2014 02:45:03Buy11.34
firelib.strats.dummy.DummyStratEURUSDEURUSD()13.08.2014 03:00:00Buy11.34
firelib.strats.dummy.DummyStratEURUSDEURUSD()13.08.2014 03:15:00Buy11.34
firelib.strats.dummy.DummyStratEURUSDEURUSD()13.08.2014 03:30:00Buy11.34
firelib.strats.dummy.DummyStratEURUSDEURUSD()13.08.2014 05:00:00Buy11.34
firelib.strats.dummy.DummyStratEURUSDEURUSD()13.08.2014 05:15:00Buy11.34
firelib.strats.dummy.DummyStratEURUSDEURUSD()13.08.2014 05:30:00Buy11.34
firelib.strats.dummy.DummyStratEURUSDEURUSD()13.08.2014 05:45:00Buy11.34
firelib.strats.dummy.DummyStratEURUSDEURUSD()13.08.2014 06:30:00Buy11.34
firelib.strats.dummy.DummyStratEURUSDEURUSD()13.08.2014 06:45:01Buy11.34
firelib.strats.dummy.DummyStratEURUSDEURUSD()13.08.2014 07:15:01Buy11.34
firelib.strats.dummy.DummyStratEURUSDEURUSD()13.08.2014 07:30:00Buy11.34
firelib.strats.dummy.DummyStratEURUSDEURUSD()13.08.2014 07:45:00Buy11.33
firelib.strats.dummy.DummyStratEURUSDEURUSD()13.08.2014 08:00:01Buy11.34
firelib.strats.dummy.DummyStratEURUSDEURUSD()13.08.2014 08:15:00Buy11.34
firelib.strats.dummy.DummyStratEURUSDEURUSD()13.08.2014 08:30:00Buy11.33
firelib.strats.dummy.DummyStratEURUSDEURUSD()13.08.2014 08:45:01Buy11.34
firelib.strats.dummy.DummyStratEURUSDEURUSD()13.08.2014 09:00:01Buy11.33
firelib.strats.dummy.DummyStratEURUSDEURUSD()13.08.2014 09:15:00Buy11.33
firelib.strats.dummy.DummyStratEURUSDEURUSD()13.08.2014 09:30:02Buy11.33
firelib.strats.dummy.DummyStratEURUSDEURUSD()13.08.2014 09:45:00Buy11.34
firelib.strats.dummy.DummyStratEURUSDEURUSD()13.08.2014 10:00:00Buy11.34
firelib.strats.dummy.DummyStratEURUSDEURUSD()13.08.2014 10:15:03Buy11.34
firelib.strats.dummy.DummyStratEURUSDEURUSD()13.08.2014 10:30:00Buy11.34
firelib.strats.dummy.DummyStratEURUSDEURUSD()13.08.2014 10:45:00Buy11.34
firelib.strats.dummy.DummyStratEURUSDEURUSD()13.08.2014 11:00:00Buy11.34
firelib.strats.dummy.DummyStratEURUSDEURUSD()13.08.2014 11:15:00Buy11.34
firelib.strats.dummy.DummyStratEURUSDEURUSD()13.08.2014 11:45:01Buy11.34
firelib.strats.dummy.DummyStratEURUSDEURUSD()13.08.2014 12:00:00Buy11.34
firelib.strats.dummy.DummyStratEURUSDEURUSD()13.08.2014 12:15:00Buy11.34
firelib.strats.dummy.DummyStratEURUSDEURUSD()13.08.2014 12:30:01Buy11.34
firelib.strats.dummy.DummyStratEURUSDEURUSD()13.08.2014 12:45:00Buy11.34
firelib.strats.dummy.DummyStratEURUSDEURUSD()13.08.2014 13:00:01Buy11.34
firelib.strats.dummy.DummyStratEURUSDEURUSD()13.08.2014 13:15:00Buy11.34
firelib.strats.dummy.DummyStratEURUSDEURUSD()13.08.2014 13:30:00Buy11.34
firelib.strats.dummy.DummyStratEURUSDEURUSD()13.08.2014 13:45:00Buy11.34
firelib.strats.dummy.DummyStratEURUSDEURUSD()13.08.2014 14:00:00Buy11.34
firelib.strats.dummy.DummyStratEURUSDEURUSD()13.08.2014 15:00:02Buy11.34
firelib.strats.dummy.DummyStratEURUSDEURUSD()13.08.2014 15:30:00Buy11.34
firelib.strats.dummy.DummyStratEURUSDEURUSD()13.08.2014 15:45:03Buy11.34
firelib.strats.dummy.DummyStratEURUSDEURUSD()13.08.2014 16:00:00Buy11.34
firelib.strats.dummy.DummyStratEURUSDEURUSD()13.08.2014 16:45:00Buy11.34
firelib.strats.dummy.DummyStratEURUSDEURUSD()13.08.2014 17:00:00Buy11.34
firelib.strats.dummy.DummyStratEURUSDEURUSD()13.08.2014 17:15:00Buy11.34
firelib.strats.dummy.DummyStratEURUSDEURUSD()13.08.2014 17:45:00Buy11.34
firelib.strats.dummy.DummyStratEURUSDEURUSD()13.08.2014 18:00:02Buy11.34
firelib.strats.dummy.DummyStratEURUSDEURUSD()13.08.2014 18:15:00Buy11.34
firelib.strats.dummy.DummyStratEURUSDEURUSD()13.08.2014 18:30:02Buy11.34
firelib.strats.dummy.DummyStratEURUSDEURUSD()13.08.2014 18:45:00Buy11.34
firelib.strats.dummy.DummyStratEURUSDEURUSD()13.08.2014 19:00:02Buy11.34
firelib.strats.dummy.DummyStratEURUSDEURUSD()13.08.2014 19:15:02Buy11.34
firelib.strats.dummy.DummyStratEURUSDEURUSD()13.08.2014 19:30:00Buy11.34
firelib.strats.dummy.DummyStratEURUSDEURUSD()13.08.2014 19:45:00Buy11.34
firelib.strats.dummy.DummyStratEURUSDEURUSD()13.08.2014 20:00:00Buy11.34
firelib.strats.dummy.DummyStratEURUSDEURUSD()13.08.2014 20:45:00Buy11.34
firelib.strats.dummy.DummyStratEURUSDEURUSD()13.08.2014 21:15:00Buy11.34
firelib.strats.dummy.DummyStratEURUSDEURUSD()13.08.2014 21:30:00Buy11.34
firelib.strats.dummy.DummyStratEURUSDEURUSD()13.08.2014 21:45:00Buy11.34
firelib.strats.dummy.DummyStratEURUSDEURUSD()13.08.2014 22:00:00Buy11.34
firelib.strats.dummy.DummyStratEURUSDEURUSD()13.08.2014 22:15:02Buy11.34
firelib.strats.dummy.DummyStratEURUSDEURUSD()13.08.2014 22:30:00Buy11.34
firelib.strats.dummy.DummyStratEURUSDEURUSD()13.08.2014 22:45:00Buy11.34
firelib.strats.dummy.DummyStratEURUSDEURUSD()13.08.2014 23:00:02Buy11.34
firelib.strats.dummy.DummyStratEURUSDEURUSD()13.08.2014 23:15:00Buy11.34
firelib.strats.dummy.DummyStratEURUSDEURUSD()13.08.2014 23:30:00Buy11.34
firelib.strats.dummy.DummyStratEURUSDEURUSD()13.08.2014 23:45:00Buy11.34
firelib.strats.dummy.DummyStratEURUSDEURUSD()14.08.2014 00:00:00Buy11.34
firelib.strats.dummy.DummyStratEURUSDEURUSD()14.08.2014 00:30:00Buy11.34
firelib.strats.dummy.DummyStratEURUSDEURUSD()14.08.2014 01:00:01Buy11.34
firelib.strats.dummy.DummyStratEURUSDEURUSD()14.08.2014 01:30:00Buy11.34
firelib.strats.dummy.DummyStratEURUSDEURUSD()14.08.2014 01:45:02Buy11.34
firelib.strats.dummy.DummyStratEURUSDEURUSD()14.08.2014 02:15:00Buy11.34
firelib.strats.dummy.DummyStratEURUSDEURUSD()14.08.2014 02:30:02Buy11.34
firelib.strats.dummy.DummyStratEURUSDEURUSD()14.08.2014 02:45:02Buy11.34
