Ticker;BuySell;EntryDate;EntryPrice;ExitDate;ExitPrice;Pnl;nContracts;MAE;MFE
SPY;-1;06.10.2011 08:59:00;114.995;07.10.2011 08:59:00;116.035;-44.72;43;0;0
SPY;-1;10.10.2011 08:59:00;117.395;11.10.2011 08:59:00;118.895;-63;42;0;0
SPY;-1;04.11.2011 09:59:00;126.125;07.11.2011 09:59:00;123.955;84.63;39;0;0
SPY;-1;09.11.2011 09:59:00;125.685;10.11.2011 09:59:00;124.565;44.8;40;0;0
SPY;-1;28.11.2011 09:59:00;119.235;29.11.2011 09:59:00;120.245;-42.42;42;0;0
SPY;-1;02.12.2011 09:59:00;126.265;05.12.2011 09:59:00;126.375;-4.29;39;0;0
SPY;-1;05.12.2011 09:59:00;126.365;06.12.2011 09:59:00;126.155;8.19;39;0;0
SPY;-1;26.01.2012 09:59:00;132.735;27.01.2012 09:59:00;132.195;19.98;37;0;0
SPY;-1;01.02.2012 09:59:00;132.295;02.02.2012 09:59:00;132.485;-7.03;37;0;0
SPY;-1;08.03.2012 09:59:00;136.695;09.03.2012 09:59:00;136.975;-10.08;36;0;0
SPY;-1;11.04.2012 08:59:00;136.865;12.04.2012 08:59:00;137.395;-19.08;36;0;0
SPY;-1;25.04.2012 08:59:00;138.535;26.04.2012 08:59:00;139.395;-30.96;36;0;0
SPY;-1;09.05.2012 08:59:00;135.405;10.05.2012 08:59:00;135.785;-14.06;37;0;0
SPY;-1;10.05.2012 08:59:00;135.775;11.05.2012 08:59:00;135.705;2.52;36;0;0
SPY;-1;11.05.2012 08:59:00;135.695;14.05.2012 08:59:00;134.285;52.17;37;0;0
